"Column1","Column3"
".3880	@USER الحل اعدمي قلبك ❤️👍🏻👊🏻	","NOT_HS"
".3881	@USER طقيت مشوار في هالشمس ورجعوني من الباركود اللي ماضبط بأجهزتهم 👊🏼	","NOT_HS"
".3882	تم خصم 2 جنيه من رصيدك عشان كنت قاعد جنب واحد جاتله رساله خصم وقولتله دي شركه نصابه 🐸	","OFF"
".3883	مره وحده اسســمها غاليه .<LF>ثاني يوم عملت تخخفيضات 🐸<LF><LF>باآيخه بايخخه 🌚💔 #صباحو 😉	","NOT_HS"
".3884	RT @USER والله صدقت مشكلتك 😂😷	","NOT_HS"
".3885	ساعات اقرر نفس الوقت وتالي اتحمل قراري 🙊🙉🙈 URL	","NOT_HS"
".3886	يارب الل مش يرد الفون بتاعه يفرقع🐸😂!<LF>صاحى بدرى ليييه!🤔	","NOT_HS"
".3887	#بايع_الكليجا<LF>عيب والله عيب 😷😷😷	","NOT_HS"
".3888	_وسخ! هتعيش وسخ وتموت وسخ ياحلواني .👋<LF>=لا وانت نضيف بروح امك 👊<LF>😂	","OFF"
".3889	إكسش كول بوده حتى از من كول تر😤😤😤	","NOT_HS"
".3890	@USER اليمن مدمر منذ تولي صالح الحكم 😁.. بالنسبة للحوثيين عرض جدول اعمال للرياض لاكن تعرض للجزمة لانهم فاشلين لايعتمد عليهم قرود الكهوف 👞 .. بآختصار آهل الجنوب اليمني شرفاء ورجال وآهل الشمال خونة ومطايا وجهلاء وسذج ومتخلفين .. قريبا سوف نفصل الجنوب ..ونسلم الشمال لطارق .. آنتهى 😔	","Race"
".3891	@USER MBC تنافس البنات اللي خقوا عليه بالتفاهة😷	","Social Class"
".3892	بكرا عندي امتحان انقلش وموحد فوق ذا الاسأله من دكتور اللي غابني هو مايدرسنا شكو يحط الاسأله😡!!	","NOT_HS"
".3893	@USER حقييره 👊🏻😂😂😂😂	","OFF"
".3894	@USER عادي ماقالت شي غلط روحي للي يتكلمون بكلام قذر ويتغزلون باالرجال مسويه فيها ناقده على تراب بس 👊	","OFF"
".3895	@USER اييييه <LF>انا راح بالي لهذيك ام حواجب 😷🤧	","NOT_HS"
".3896	أ.إبتسام بلسم 🦄💕. URL	","NOT_HS"
".3897	@USER اقول ليتهم نامو ذيك الليلة ابرك 😷	","NOT_HS"
".3898	اولاد أختي شيء ثاااني من الازعاج ما شاء الله😪👊🏻	","NOT_HS"
".3899	@USER هههههه بالعكس انا ما غيب مجتهد خاصة مع الحصار😤	","NOT_HS"
".3900	@USER انا من زمان اكرهها دحين كرهتها زياااده 😤	","OFF"
".3901	تخليش حدا يقنعك أنه هالبلد فش فيها أمل... انت مش صغير، لازم تعرف هالاشي لحالك.. 🌚🐸	","NOT_HS"
".3902	@USER عتجيبي الباك ولا لا🔪	","NOT_HS"
".3903	RT @USER جربوا� � �  URL	","NOT_HS"
".3904	مشكلتنا الرجال. إذا شفنا أو قرأنا تغريده من البنات. فيها شيء من الحب والغرام. لصقناها فينا وكانها تعنينا حنا.<LF> ماهو داري انه شاكوش مصدي لو تشوفه. ام ربحان شردن.🙊🙉<LF>وهي ماهي داريه عنك. الا اذلف انت والبرستيج حقك. 🏃<LF>أعتذر عن الشفافية الزايد. لكن هذا حنّا	","OFF"
".3905	@USER يمه منكم وش ذاللعانه 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂👊👊	","NOT_HS"
".3906	RT @USER ويبقى الليل ذلك المخلوق المزعج ، لطالما يحمل في طياته أنين الصادقين 😣..	","NOT_HS"
".3907	@USER سبحان الله تضيق صدورهم اذا شافو سعودي في منصب او احد مدح سعودي وكان ماكلين حلال ابوهم الله يخارجهم من ارضنا هالزبالين😷😷	","Disability"
".3908	خلصنا من غمزة البنت الهنديه ورؤى الصبان طحنا ببائع الكليجا والقادم احلا يا شريحة المجتمع  اللي طايحة باالقاع 😡<LF> #بايع_الكليجا	","Race"
".3909	@USER الاتنين جثث😂😂😂😂👊	","NOT_HS"
".3910	#يااض ده انت يوم م #تعمل__نفسك<LF>الجاحد 😉🔪🔞<LF>هخليك انت واللي في #رجلي واحد<LF><LF>#مقصوده	","OFF"
".3911	@USER من جد كان نفسي اشوف كل الاركان🔪💔	","NOT_HS"
".3912	@USER قطع صوتك والله😘🔪	","OFF"
".3913	@USER بدأت اقلق و الله 😂😂😂💔 <LF>اسكتييييي 😂🔪🔪	","NOT_HS"
".3914	@USER ليت الجمس الاسود يمر ويسحبون بركبك السود عشان تكبين التريقه ثاني مره� 	","Race"
".3915	RT @USER ليه ماتصرفون شيكات باقي مستحقات سيارات المعاقين لنا 4 سنوات واحنا ننتظر 😡😡😡😡😡😡😡😡	","NOT_HS"
".3916	@USER رحنا وياليتنا مارحنا.. 😡😬😧	","NOT_HS"
".3917	RT @USER انا افتكرت هالفرحه ببطولة التعادل والحصول على نقطه .🐸 URL	","NOT_HS"
".3918	RT @USER هنا المخرج حمار🐴 <LF>لم يغطي الشيبس  بالرماد <LF> فيلم غبي فاشل. 😈 URL	","OFF"
".3919	@USER عاد مزيون وش تبي انت وجهك👊🏻👊🏻	","OFF"
".3920	@USER يا ليل سنوات  الابتدائي😣	","NOT_HS"
".3921	@USER يووووه ازعجو اهلي فيه في كل مكان يطلع ولله وفِي بعض البنات ما يستحو يصوره كل شوي واحده مصورته 💔🙂🔪	","Social Class"
".3922	#بايع_الكليجا عجزت اشوف الوسامه فيه !!! و مستغربه من المخفات اللي سووا له كل ذي الصجه و هوه عادي و اقل من عادي 😩 بس ايش نقول عن المشفوحات ذي يععع 😷	","Social Class"
".3923	مر شهر كامل على صدور Culture II لميغوس، الألبوم حقق نجاح تجاري كبير أما نقديا فقد حصل على مراجعات مختلطة منها الإيجابي ومنها السلبي.💰💵👍👎<LF>برأيك ما هي أفضل أغنية/أغاني في الألبوم؟ URL	","NOT_HS"
".3924	RT @USER بضايق من الناس الى تبعتلها ماسج وتعمل سين ومتردش زى مايكون احنا بنترمى عليهم � � 😏	","NOT_HS"
".3925	@USER 😟<LF>لي بقيت خسه ودنائه قل قطر<LF>لادين ولا عفه ولاحيا ولا أدب<LF>😡<LF>ديرة تجمع فيهاكلاب ونور<LF>خيانه وغدر وجبن وكذب	","Race"
".3926	@USER اه يا متناك اتزنق اللي شبهك بس اللي بيتزنقوا يا عرص انا متخلقش اللي يزنقني انا اللي بزنق بس 😂😂🖕	","OFF"
".3927	ياليت تراعون غيركم لما تحطون عطر بمكان عام<LF>جالسة جنبي وحدة شكلها غاسلة نفسها بدهن العود وليت ريحته حلوة<LF>من جلست جنبي وانا اعطس طول المحاضرة جاتني حساسية😡😡😡😡	","OFF"
".3928	@USER ما.ابي😡	","NOT_HS"
".3929	@USER هو مدافع عن أحد هو قال الي يشوفه وصدق زي مافي جهل وقلة حياء بالبنات في نفسه عند الرجال  👎《وبدون صيغة التعميم طبعن 》  والله يستر علينا من التخلف الي جالس يصير	","Social Class"
".3930	اصعب شي في الحياه تكونين عقلانيه مع ناس مايعرفون القران وهم اكثر ناس يتكلمون فيه  ماتدرين تردين عليهم وتلجمينهم وتناقشينهم وتتعبين نفسك ولا تضربينهم وترتاحين 💔👊🏻	","NOT_HS"
".3931	@USER 4مرات ونصهن وديه 😂😂😂<LF>وش ذا المبزرة 9 مباريات ياشاطر 😷	","NOT_HS"
".3932	موش تحمي قصدك 😂😂 ليه الشيشن ليه اللغه دي 😂👊 زالقرده يا خال انت عامل ايه😍😂✋ URL	","OFF"
".3933	قناة العربية 😤<LF>هذا خبر تنقلونه  😐<LF><LF>#بايع_الكليجا	","NOT_HS"
".3934	٣- يعني المفروض الواحدة علشان تروح تقضي مصلحة في وسط البلد ..<LF><LF>المفروض تركب جناحات علشان تطير😡	","NOT_HS"
".3935	@USER يخررررررربيت دمااااااااغك علي الصبح 🤛🏻🤛🏻🤛🏻😤😤😡😡😂😂😂😂😂	","OFF"
".3936	@USER هااا وين الاخبار ساره 👊🏻😡	","NOT_HS"
".3937	ملل😤	","NOT_HS"
".3938	@USER بس انتي يا عره ياللي مبقتش اشوفك و زعلانه منك😒👊👊	","OFF"
".3939	لا يابنات مو كذا الله يفشلكم😷. URL	","Social Class"
".3940	#تميم_قايدنا_وحمد_عدونا<LF>يجي الرياض وتضبط اموره ملك الحزم عون من يطلب العون اما الغطرسه نهايتها وخيمه 👊🏻<LF><LF>حنا هل العوجا ولا به مراوات<LF>شرب المصايب مثل شرب الفناجيل	","OFF"
".3941	ردينا🙂🔪 (@ NG 76) URL	","NOT_HS"
".3942	@USER على طاري الحلم البارح حالم بناس تخنقني واتشهد وتخنقني واتشهد وهم يضحكون 😭🖕	","NOT_HS"
".3943	@USER هذولا اللي بيخلوني أغيّره غصب� 	","NOT_HS"
".3944	اقفل ع قلبك كفاية تجرحه🖐<LF>وتعلقة بحبال امانى تطوحه 😣	","NOT_HS"
".3945	@USER مش باين😣😣	","NOT_HS"
".3946	@USER 😤والاربعاء مباراه وبكون مشغول عنها،<LF><LF>تجمع شو ، مال الرابطه؟	","NOT_HS"
".3947	@USER هل المطبخ نضيف ؟ وعندها ترخيص ؟ لان المكان صراحه ما يهيء اطلب منه ، مو عشان حرمه كبيره خلاص اذا كانت امك ممكن بس وحده ماتعرفها لا 😷	","NOT_HS"
".3948	@USER اي والله صادقه 😷😷	","NOT_HS"
".3949	@USER جاي يتميلح يعني خقوا لأبو ذا الوجه 👊🏻👊🏻👊🏻	","OFF"
".3950	بتقهوا واشوف مسلسلي واودي كم حاجه العصر وارجع اكمل مسلسلي والعب كم قيم فيفا وارجع اشوف المسلسل وادور افلام واصنع لنفسي بنفسي بهجه وانبسط وطز بالدنيا ومن عليها🖕🏿	","OFF"
".3951	العن قاعده مشوا عليها كثيير ااخير يخص والشر يعم 😤😤😤اكلنا ضرب وعقابات بسببها  #افضح_معنفك	","NOT_HS"
".3952	انا كتائب اليكترونية وافتخر 👊 URL	","NOT_HS"
".3953	بنقلع لدوام🖕☻	","OFF"
".3954	@USER هههه كلشي ممكن و لكن انا حابة فكرة الحرب المفتوحة اكثر خاصة انهم قالو غادي تتزعم مجموعة المتمردين 🗡🔨� ⛏🔪. الخلاصة المسلسل حمااااس و قصة جديدة ❤️ يا ربي يبداو خلاص	","NOT_HS"
".3955	#بايع_الكليجا<LF><LF>اشوف الغيره ولعت باالرجال شكلكم <LF>نسيتو بنت ترامب يوم تنابحون بكل مواقع التواصل عشانها ي 🐕 ☺	","Social Class"
".3956	RT @USER أنا ممكن #أسامح كل الناس ،✂🍃💔<LF> إلا اللي كان يفتحلي علبة العصير ونا صغيرة ويشربلي نصها 😒😒🐸😂😂😂😂<LF>🐸	","NOT_HS"
".3957	@USER لاتسوين فيها متبقطه ياحميده 😂💔🔪	","OFF"
".3958	#بايع_الكليجا <LF><LF> اذا انعدم الحياء من الرجال وإلا المراءة عادي تشوف مثل هالهشتاقات .... شخص حتى لو وسيم ( يترزق الله ) اصلا باي وجه حق تصوره 👎🏻 عالم همج	","Social Class"
".3959	#بايع_الكليجا<LF><LF>لاحول ولا قوة الا بالله .. يارب رحمتك من التفاهه🤢	","OFF"
".3960	احيانا ما الوم الحقوقيات على تفكيرهم الحاد عن الرجل لان ببعض الاشياء فعلا الرجل نفسه حاس انه هو .. سي السيد..😷	","NOT_HS"
".3961	@USER مردم كراش دارن ، ما هم كراش داريم، با اين سليقش😑💩	","NOT_HS"
".3962	RT @USER لما تكون متضايق وتفتح الكاميرا الاماميه بالغلط<LF>يعنى هو الواحد ناقص هم على همُّه 😂👊😂😱👻	","NOT_HS"
".3963	المشكلة البنات المجتمعات مصدقاااات أنه يفكر يأخذ وحده منهن <LF>من يفكر ببنت تروح تلاحق الرجال !!!!!<LF><LF>جيل ما تربى مع الآسف 🙈🙊�  URL	","Social Class"
".3964	هو حليو ماعليه بس شاف نفسه من كثر البهرجة الي عنده لا حياء ولا مزا😷 URL	","OFF"
".3965	@USER شمر من يكرهم ي دبه 😡👊🏻	","OFF"
".3966	@USER اطلق توأم 😡💙	","NOT_HS"
".3967	رحم الله قلوبا تضحك حتي لا يقال لها.....معلش🐸🐢	","NOT_HS"
".3968	#بايع_الكليجا حوامة كبد صجيتونا بابو كليجا 😷	","NOT_HS"
".3969	ترند من يوم صحيت 7 الصبح سلاماتت 😣#بايع_الكليجا	","NOT_HS"
".3970	-اسمك ايه ؟ <LF>=رنيم<LF>-رنيم مغنطيسي هلهلهاها <LF>(٢) <LF>-اسمك ايه ؟<LF>=رنيم<LF>-رنيم ..عشره سنين هالخلتااااهاه<LF><LF>ما تبطلو قرف بقاا 😒🔪	","OFF"
".3971	#بايع_الكليجا<LF>ماشفت فيه زين عادي جداً ذوق خايس وععع🙄😣	","OFF"
".3972	@USER لله يخليك النا يالبابا كل يوم تكبر بعيني لانك بتقول كلمة الحق ومع نصرة المظلوم من المفروض المشايخ المسلمين هن من ينددو بهيدا لانو الاسلام مستهدف ويتم استأصاله على يد قوات الأسد المدنيين ضحايا ومإلن ذنب استحو ياعنصريين لله ينصر اسلام تحيا سوريا ويسقط الأسد👎👎	","NOT_HS"
".3973	مبحبش الناس اللي شايفه نفسها .. ومبحبش الناس اللي فاكره انها محور الكون والكائن الرهيب اللي مش موجود ف الوجود .. ومبحبش الناس قليله الذوق .. ومبحبش الناس اللي فاكره ان التناكه سر الجاذبيه .. بص انا مبحبش الناس اصلا .. كتكم القرف زهقتوني 😒👊	","OFF"
".3974	@USER خراء عليه وعلى عقله المخصي 👊🏻	","OFF"
".3975	#افضح_معنفك<LF>المفروض تتعنفون لأنكم طلعتواجيل فاسدفارغ ما ينفع نفسه مابالك بأهله<LF>إنعدام حياءوأخلاق نشوفهابالشارع والمولات<LF>الجيل الي قبلكم ربوه المدرسين وربوه بالبيت<LF>أماأنتم أسخف وأجهل وأغبى منكم مافيه<LF>جيل فاسدفارغ بكل ماتعنيه الكلمة<LF>نحتاج تجنيداجباري يعدل سلوككم وقصصكم وسواراتكم� 	","Disability"
".3976	#بايع_الكليجا <LF>حسبي الله عليكن  ياكثركن كيف اخذه انا الحييين 🔪🔪🔪 URL	","OFF"
".3977	#بايع_الكليجا هيلق 😷	","NOT_HS"
".3978	الله ياخذكم اليوم التوقعات تقول فيه مطر لايصير بفعلكم يحجبه الله علينا الله ياخذكم ياللي اهلكم ماربوكم الله لايوفقكم وياخذكم اخذ عزيز مقتدر وتفو على تربيتكم👎👎👎 #بايع_الكليجا	","OFF"
".3979	#بايع_الكليجا<LF><LF>الـ 🐑 يا كثرهم	","OFF"
".3980	RT @USER اديها بعبوص و خليه جوا يغوص 😈😈🖕🏻	","OFF"
".3981	@USER هههههههههههههههههههه اوووفر 😂😂💔🔪😅 انا اروح ادور العيشه اما اللي يبيعونها ماعلي فيهم ولا دورتهم	","NOT_HS"
".3982	@USER غصب بتحطينها سعوديه ههههه اقسم بالله ان اصلها مو سعودي وان أجدادها كانو عبيد عند قبيله سعوديه وبعدها تجنسو واخذو نفس لقب القبيله الي اشتغلو عندهم 😉✋️وبدل شاده حيلك بدفاع عنها كان علقتي ع حركاتها الماسخه مو تسوين نفسك فاهمه بدين وانتي تدافعين عن وحده سوت الي ماسوه الاجانب🤮	","Race"
".3983	@USER حموضه 😷	","NOT_HS"
".3984	@USER كل ماكتب 😡	","NOT_HS"
".3985	@USER نادي وضيع وين صورة نمرنا؟ 🐸😂	","Ideaology"
".3986	@USER أقول طسي حلي واجباتك عشان تطلعين من المتوسط و ركزي على الدين و العربي 💩	","NOT_HS"
".3987	@USER ههههههههههه بعد التاق ينزل صورته يخاف من العين وسذا 😋😤🤣🤣<LF>الراقل يبي الشهره باي طريقه🤣🤣🤣🤣🏃🏼‍♀️🏃🏼‍♀️	","NOT_HS"
".3988	#حب_الانتر_نت_صدق_او_كذب لاا اؤمن بـ هاذا  الحب 🙆🏻‍♀️🔪	","NOT_HS"
".3989	ما في حد بستاهلني 🐸🐸 بمزحح ششو بدي بالهم والنكد..جربنا الخطبه3 اشهر وتفجرت ..كيف لما اتجوز — شو مناسبة الموضوع؟ URL	","NOT_HS"
".3990	@USER اكيييييد لاء 😂هو فيه راجل صادق اصلا 😜👊	","NOT_HS"
".3991	#بايع_الكليجا<LF><LF> خلاصصص يالمشفوحات فشلتننا  من سمح لهن يصورن بدون استأذن قليلات الحياء  حتى هو مستحي وهن سعة وجهه 😒😒😒😒😒😒😒😒😒😒😒<LF><LF>الحمددلله الذي عافانا 😤	","Social Class"
".3992	RT @USER اسد يالا ف ايه 😂😂👊	","NOT_HS"
".3993	RT @USER #سعوديات_نطلب_اسقاط_الولايه600 عوذه 😡😡😡يحلات اشوحط للي حاط الهشتاق وامسجه ليت يتفل العافيه ونجره اي والله	","OFF"
".3994	@USER مكه بيت الله وبلاد المسلمين مو سعوديه .. والعربيه قناه اماراتيه 👊🏻🌚	","NOT_HS"
".3995	@USER ولله استاذ انا بديت اشوف الأشياء كأني في التسعين 🤢	","NOT_HS"
".3996	RT @USER أنتم خقيتوا على بنت ترامب وعادي حنا نخق <LF> #بايع_الكليجا  !!<LF>الله لايجزاه خير من جاب هالفكرة والمقارنة المغلوطة 👎<LF>والله ماتقو…	","OFF"
".3997	#ظلام طلعو 😕👊 URL	","NOT_HS"
".3998	@USER وووووععععع يا خاااالد 😢😷🔪	","NOT_HS"
".3999	@USER ايه ياجماعة ... الكل منزل التلاجات المنزلية برة النهاردة ..علياء جاد منزلة درجات الحرارة ..وانتى يا ايمان عايزة جاروف ... انا سقعتلكوا والله 💩❄☃️	","NOT_HS"
".4000	ساحب ع dsp 🐸	","NOT_HS"
".4001	@USER يا لطيف الله يهدي ما خلق وسايي مطفرة غي فل صغار كانت نهار الاول تخمم قبل ما ديرها 😒 ولا على اقل يا دير اجهاض يا تحطه في الميتم وتروح مشي تقيسه في بوبال 😑 علابالك والله ما قديت نشوف ما شفتش فيديو اللقطة 1 وحبست 😔😣	","NOT_HS"
".4002	RT @USER 🤣🤣🤣🤣 قال من شاهدك ياابالثعيل قال ذنبي اجتمعوا اكبر اثنين كذابين في تاريخ المهلكه 😷…	","NOT_HS"
".4003	@USER ماتدري ومدرعم ليه في الهشتاق 😡	","NOT_HS"
".4004	مو وقته يخلص النت تبعي🖕🏻 .. بطلنا احضان هههههه	","NOT_HS"
".4005	الطم انا يعني �  URL	","NOT_HS"
".4006	صدق من زان جدوله زانت نفسيته الله يصبرني 👞	","NOT_HS"
".4007	@USER هذي قلة ذوق حتى بعض الناس ف البوفيهات هذي حركتهم تمشي وتذوق بالملعقة 😷مقززة	","OFF"
".4008	@USER انا اقول تنشغل ببرنامجك وسيب الفلسفه فشي ماتعرفله ابرك 😂💔🔪💦	","NOT_HS"
".4009	@USER ولا تاج راسي😤😤😤😤	","NOT_HS"
".4010	@USER شكلي؟☺️😂كمليها سرسر؟😤😂	","NOT_HS"
".4011	#سرب_الحمام 👎<LF><LF>#ظلمتوا_ الشهداء حرام عليكم🇰🇼❤️👍	","NOT_HS"
".4012	.<LF><LF>وش اسمها الرقصه ذي 🤦🏻‍♂️😂<LF><LF>#رومانسيات هنديه 🤢 URL	","NOT_HS"
".4013	#بايع_الكليجا معد به نسوان 😤	","NOT_HS"
".4014	@USER ودي افجر سوني من القهر 😤😭<LF>ماتوقعت بيطلع كذا صدمني	","OFF"
".4015	RT @USER فرق التوقيت هذا يقتل 😣 الناس بتروح تنام عندهم وإحنا عندنا بيقومو من النوم <LF><LF>#تكريم_رناسماحة_بنيويورك	","NOT_HS"
".4016	قول لي كيف وامشي واحدة من المؤسسات الحكومية الناس دي قاعدة تجيب فسيخ وامور كده عجيبة في المكاتب 😷	","NOT_HS"
".4017	@USER ماذا فعلت مجموعتك لتنتقد الفيراج سود؟!  🤔<LF>فيكم غير اللسان بلا بلا بلا.. دير خيرمني وهدر👊<LF>البالون يتسڨم كي يخطوه عيباد كيما الجايح تاع حداد 👌	","OFF"
".4018	@USER نعم كام 😯😤 مش لازم نتصور خالص احنا أصلا حافظين بعض 😂	","NOT_HS"
".4019	#بايع_الكليجا<LF>سخافه😷	","NOT_HS"
".4020	@USER صبااح النور<LF>&gt;&gt; عاقلهه ماتروووح لمثل هالأمور 💃🔪💚	","NOT_HS"
".4021	Listen to بين البينين - غناء ياسمين - بيانو الموزع محمد عاطف الحلو by AbDullah Tahawy #np on @USER 😷#SoundCloud<LF>URL	","NOT_HS"
".4022	@USER لان أكثركم بزرنجيه اعوذ بلله 👊🏻🤚🏻😅	","OFF"
".4023	@USER تسرقي صوره شخص ما ستخدم منتجكم وتبغي الناس تثق فيك انتي ومنتجهك 😷	","OFF"
".4024	لما يصير ابوها چلب بس لازم تفتخر فيه💩💩💩💩💩💩💩💩 URL	","NOT_HS"
".4025	@USER اختي قمرها ف السابع قبل اسبوع ملكت علئ ولد عمي يحبو بعض ، اختي الثانيه بعد تزوجت عن حب قمرها ف السابع بعد ، انا حاكم الاول ف السابع بس ماداني طاري الزواج اعوذ بالله منه ومن طاريه 😷.	","NOT_HS"
".4026	@USER يا وديع عندما قلت ان مشكلتك انك تحب القطريين لم تضع يدك على الجرح ، سأساعدك في تشخيص مشكلتك الاساسية .. انا اشوف معاناتك سببها انك تبن 💩 هههه بس يالله المريض اللي بعده	","Race"
".4027	@USER للاسف بعض الناس فيهم همجيه وعدم احترام للغير .. وش يضر الشخص اذا حط عنده كيس ويجمع فيه الزباله .. هذا بالضبط نشوفه في حدائق بعض الأحياء منظر قشور الحب وعلب المويه والعصير على الأرض مزعج 👎👎 ويقولون ما عندنا أماكن نروح لها .. انتم حافظوا على المكان اللي تروحون له بعدين انتقدوا	","OFF"
".4028	@USER من حقي افتخر بولد عمي اللي هو يستحي  والبنات ضعيفات الخلق والدين قدامه مايستحون فصار كنبينا يوسف انظلم بسبب جماله <LF>وشكلك معصبه يمكن ماقدرتي تصورينه هههههه 👎🏻	","NOT_HS"
".4029	RT @USER مين يسوي لي كذا ؟؟ ☺️<LF>فيه وآحد  بس ..... زعلآن منه 😡 URL	","NOT_HS"
".4030	RT @USER عادي جداً أشوف حد بدور على اشي وانا بعرف مكانه بس مش جاي على بالي احكي.. 🌚🐸..	","NOT_HS"
".4031	هنا تعرف رخص بعض البنات 👎👎 #بايع_الكليجا	","Social Class"
".4032	هما ياخدوا ايكاردي واحنا ناخد ليفا خلصانة 😌👊✋️ 😂 URL	","NOT_HS"
".4033	RT @USER الخائن حقير وقح وسافل بعد حطيه تحت <LF>الجزمه ودوسيه وانتي ماشيه ولايهمش<LF>احد عيني😡✋🏼	","OFF"
".4034	@USER يعععع شعب غبي يجعل من الحمقى مشاهير بعدين يجون يسوون حملة تبليك المشاهير.. احلفوا؟؟؟؟؟؟ غاسلة ايدي منهم بنات واولاد🤮🤮🤮	","Race"
".4035	@USER اووه وصلتي هناك حلوو 🙉✨ احسب توك <LF>مازلتي عالبداية ، ياه اخوها الحلو إسمه <LF>ريفيس 💙 وضعهم كل واحد بطريقه خلاني <LF>اقول شكلها هدوء ماقبل العاصفة 😹 .	","NOT_HS"
".4036	#بايع_الكليجا<LF><LF>وربي مو حلو لهدرجه مدري ايش شايفين فيه<LF>فيه كثيرررر احلى منه😷	","NOT_HS"
".4037	يارب ابعد عني النفسيات اللي يزعلون بدون سبب 🤢💣	","NOT_HS"
".4038	اكره محاضرات الصبححح 😡😡😡	","NOT_HS"
".4039	فوق انه إتكالي وكسول ومعتوه لهجتة قصيمية 🤮 URL	","Race"
".4040	روح<LF>الله<LF>لا يصبحك<LF>بالخير<LF>😷	","NOT_HS"
".4041	RT @USER ليليان lilane daoud <LF>@USER ودنك  يا حفيدة صهيون <LF>ايوه 👂ودنك ودن الخنزير🐷 دي<LF>قربي كده ايوه ايوه ...قربي كمان <LF>ك…	","Religion"
".4042	كنت أفكر أفتح فود ترك وأبيع لكن بأكنسل 👎🏻💔. URL	","NOT_HS"
".4043	@USER ياربي 😤😤😤 ياكثر مايكذب هالنادر	","OFF"
".4044	- الي تكتب لي اذا ماتجي دي ام باكفخك 😡	","OFF"
".4045	@USER لا تعمم لو سمحت😒🔪🔪	","NOT_HS"
".4046	@USER يختي مقرررررف بشكل كل تغريداته عن الاشياء ذي 😂😂😷😷😷 واضح عنده إضطهاد بهالموضوع ويعاني من شي ما نعرفه <LF>ممكن كان يشتريها لحريم الجيران ممكن زوجته تعنفه ويجي هنا يحاول يسترجل المهم انه مضطرب انتي شوفي وجهه وجه الفطر <LF>مدري من بترضى فيه لا وجه ولا اخلاق 🤢	","OFF"
".4047	الرخيصه مكانها الحقيقي الشارع والاستراحات وهذولا اللي بالتاق عينه منهم 😷 #بايع_الكليجا	","Social Class"
".4048	RT @USER مين يتمنى يجي مكانه😏� ؟ <LF>#عمه #سكس #كلب #نيك #كس #طيز #سالب #ديوث #خنيث #خضوع URL	","OFF"
".4049	مرض سوء الألفاظ........ تعرفونه؟!😷	","NOT_HS"
".4050	RT @USER اتمنى في المستقبل القريب بدال ما تنام ع الخط تنام ف حضني☹️🐑❤❤❤! URL	","NOT_HS"
".4051	@USER طاح حظك وحظ عقلك 💩💩💩💩💩مستواك	","OFF"
".4052	@USER فانبيت ٢ للسوان😡😂	","NOT_HS"
".4053	RT @USER ريتويت واضافه وراح اخليك تبلع زقي عشان ينشب في حلقك وتموت احسن موته� 💩<LF>#عمه	","OFF"
".4054	RT @USER من الي لبستها وهيا صغيره وتحس انها كشخه تصف جبني 😩😩😩😩😤😤😤😤 URL	","NOT_HS"
".4055	اخر مره اسهر توبه😭😭🔪	","NOT_HS"
".4056	#بايع_الكليجا<LF>الشغله استغلال؟ الله يكملهم بعقلهم😅😷💔 URL	","NOT_HS"
".4057	زللللللللللزله 👞<LF> #السعوديه_عز_وفخر	","NOT_HS"
".4058	محقدر ادوام بسبب حلقي واختبار عندي وتقييم للاعمال اوففف بروح وبخلي ماما تطلعني بعدين 💔💔🙂👎🏻	","NOT_HS"
".4059	@USER الله يخلف علينا معشر الرجال نتكبد خساير ومصاريف ومسئوليات .. والشيخه مضيعه بيتها وعيالها وزوجها .. وتحرض بتويتر 😷	","NOT_HS"
".4060	@USER بس عملتش ريتويت ولا حتي لايك ليه 😬😂😂👊	","NOT_HS"
".4061	_طب وانااا..💔👊 URL	","NOT_HS"
".4062	@USER ذوقك 😷🤦🏻‍♂️	","NOT_HS"
".4063	#افضح_معنفك. اتذكر وحده من المعلمات في الابتدائي كلنت تدعي علينا دعوات مدري  اش صنعها المهم وحده من دعواتها كانت تقول  الله يجعلكم باالدودوالعقارب السود 💔😡😔💔المهم جاني خبر انها الان تعاني فشل كلوي الله يشفيها ✋️	","OFF"
".4064	الرياضيات صعب صعب 😖😡	","NOT_HS"
".4065	صباح اطول يوم بالاسبوع منكرفة من الصبح للمغرب☺️🔪	","NOT_HS"
".4066	@USER تراك مفلس 👞	","OFF"
".4067	@USER مش قلتلي مش هاكلك الا لما تعملوا رز 😂 خليك قاعد بقي واللحمة هتتاكل من السبانخ 😂😂👊	","NOT_HS"
".4068	صباح الرشح 😷😷	","NOT_HS"
".4069	@USER ماعاد بها حريم تستحي 🙀🤢	","Social Class"
".4070	#بايع_الكليجا <LF>عجيب حالكم يابنات ،، الحين تهشتقونا وتقومون الدنيا اذا كتب احد عن بنت من البنات وهي اجنبيه ،، وانتم الحين فضحتونا بالاستقرام وتويتر عشان واحد مزيون ،،، ايهم اكثر خطا الحين انتم ولا حنا 😡	","OFF"
".4071	@USER يموتون لو ماينقصون اصلاً😣😔	","OFF"
".4072	@USER و المحرم ذا مو فاضي اربعه و عشرين ساعه و حتى لو فاضي تبي تطلع مع صاحباتي يجي المحرم بعد مريضه انتي 😷متخلفه بشكل	","OFF"
